Sequence_ID,Binding_Score_Sum,Isolated_Id,Strain,Subtype,Collection_Date
A_Guangxi-Fangcheng_SWL194_2010|EPI_ISL_75050|A_/_H1N1|2010-02-04,2,EPI_ISL_75050,A_Guangxi-Fangcheng_SWL194_2010,A_/_H1N1,2010-02-04
A_Guangxi-Fusui_SWL526_2018|EPI_ISL_336919|A_/_H1N1|2018-11-19,0,EPI_ISL_336919,A_Guangxi-Fusui_SWL526_2018,A_/_H1N1,2018-11-19
A_Guangxi-Gangbei_SWL11063_2019|EPI_ISL_402283|A_/_H1N1|2019-11-19,0,EPI_ISL_402283,A_Guangxi-Gangbei_SWL11063_2019,A_/_H1N1,2019-11-19
A_Guangxi-Gangbei_SWL1108_2016|EPI_ISL_223468|A_/_H1N1|2016-02-04,0,EPI_ISL_223468,A_Guangxi-Gangbei_SWL1108_2016,A_/_H1N1,2016-02-04
A_Guangxi-Gangbei_SWL1331_2019|EPI_ISL_367298|A_/_H1N1|2019-03-19,0,EPI_ISL_367298,A_Guangxi-Gangbei_SWL1331_2019,A_/_H1N1,2019-03-19
A_Guangxi-Gangbei_SWL1432_2018|EPI_ISL_334648|A_/_H1N1|2018-05-19,0,EPI_ISL_334648,A_Guangxi-Gangbei_SWL1432_2018,A_/_H1N1,2018-05-19
A_Guangxi-Gangbei_SWL1481_2013|EPI_ISL_178233|A_/_H1N1|2013-12-17,0,EPI_ISL_178233,A_Guangxi-Gangbei_SWL1481_2013,A_/_H1N1,2013-12-17
A_Guangxi-Gangbei_SWL1482_2018|EPI_ISL_334980|A_/_H1N1|2018-06-04,0,EPI_ISL_334980,A_Guangxi-Gangbei_SWL1482_2018,A_/_H1N1,2018-06-04
A_Guangxi-Gangbei_SWL1491_2019|EPI_ISL_367277|A_/_H1N1|2019-05-15,0,EPI_ISL_367277,A_Guangxi-Gangbei_SWL1491_2019,A_/_H1N1,2019-05-15
A_Guangxi-Gangbei_SWL150_2020|EPI_ISL_485490|A_/_H1N1|2020-01-20,0,EPI_ISL_485490,A_Guangxi-Gangbei_SWL150_2020,A_/_H1N1,2020-01-20
A_Guangxi-Gangbei_SWL158_2010|EPI_ISL_75048|A_/_H1N1|2010-02-03,0,EPI_ISL_75048,A_Guangxi-Gangbei_SWL158_2010,A_/_H1N1,2010-02-03
A_Guangxi-Gangbei_SWL1855_2018|EPI_ISL_334599|A_/_H1N1|2018-10-09,0,EPI_ISL_334599,A_Guangxi-Gangbei_SWL1855_2018,A_/_H1N1,2018-10-09
A_Guangxi-Gangbei_SWL41_2010|EPI_ISL_74994|A_/_H1N1|2010-01-29,0,EPI_ISL_74994,A_Guangxi-Gangbei_SWL41_2010,A_/_H1N1,2010-01-29
A_Guangxi-Guiping_SWL297_2024|EPI_ISL_19374013|A_/_H1N1|2024-06-09,2,EPI_ISL_19374013,A_Guangxi-Guiping_SWL297_2024,A_/_H1N1,2024-06-09
A_Guangxi-Guiping_SWL55_2018|EPI_ISL_334931|A_/_H1N1|2018-05-25,0,EPI_ISL_334931,A_Guangxi-Guiping_SWL55_2018,A_/_H1N1,2018-05-25
A_Guangxi-Haicheng_SWL48_2010|EPI_ISL_74930|A_/_H1N1|2010-01-18,0,EPI_ISL_74930,A_Guangxi-Haicheng_SWL48_2010,A_/_H1N1,2010-01-18
A_Guangxi-Jiangzhou_SWL151_2010|EPI_ISL_75055|A_/_H1N1|2010-01-31,0,EPI_ISL_75055,A_Guangxi-Jiangzhou_SWL151_2010,A_/_H1N1,2010-01-31
A_Guangxi-Jiangzhou_SWL1546_2018|EPI_ISL_334938|A_/_H1N1|2018-07-04,0,EPI_ISL_334938,A_Guangxi-Jiangzhou_SWL1546_2018,A_/_H1N1,2018-07-04
A_Guangxi-Jiangzhou_SWL1632_2017|EPI_ISL_278557|A_/_H1N1|2017-08-04,0,EPI_ISL_278557,A_Guangxi-Jiangzhou_SWL1632_2017,A_/_H1N1,2017-08-04
A_Guangxi-Jiangzhou_SWL176_2010|EPI_ISL_75062|A_/_H1N1|2010-02-23,0,EPI_ISL_75062,A_Guangxi-Jiangzhou_SWL176_2010,A_/_H1N1,2010-02-23
A_Guangxi-Jiangzhou_SWL1813_2019|EPI_ISL_402327|A_/_H1N1|2019-10-11,0,EPI_ISL_402327,A_Guangxi-Jiangzhou_SWL1813_2019,A_/_H1N1,2019-10-11
A_Guangxi-Jinchengjiang_SWL11556_2018|EPI_ISL_335073|A_/_H1N1|2018-05-07,0,EPI_ISL_335073,A_Guangxi-Jinchengjiang_SWL11556_2018,A_/_H1N1,2018-05-07
A_Guangxi-Jinchengjiang_SWL1350_2023|EPI_ISL_18068662|A_/_H1N1|2023-04-10,2,EPI_ISL_18068662,A_Guangxi-Jinchengjiang_SWL1350_2023,A_/_H1N1,2023-04-10
A_Guangxi-Longan_1167_2013|EPI_ISL_145260|A_/_H1N1|2013-04-18,0,EPI_ISL_145260,A_Guangxi-Longan_1167_2013,A_/_H1N1,2013-04-18
A_Guangxi-Longan_SWL11023_2010|EPI_ISL_75076|A_/_H1N1|2010-02-25,0,EPI_ISL_75076,A_Guangxi-Longan_SWL11023_2010,A_/_H1N1,2010-02-25
A_Guangxi-Longan_SWL111_2010|EPI_ISL_74972|A_/_H1N1|2010-01-06,0,EPI_ISL_74972,A_Guangxi-Longan_SWL111_2010,A_/_H1N1,2010-01-06
A_Guangxi-Longan_SWL1310_2017|EPI_ISL_270647|A_/_H1N1|2017-04-17,0,EPI_ISL_270647,A_Guangxi-Longan_SWL1310_2017,A_/_H1N1,2017-04-17
A_Guangxi-Longan_SWL1919_2010|EPI_ISL_75072|A_/_H1N1|2010-01-13,0,EPI_ISL_75072,A_Guangxi-Longan_SWL1919_2010,A_/_H1N1,2010-01-13
A_Guangxi-Longan_SWL1921_2010|EPI_ISL_75063|A_/_H1N1|2010-01-14,0,EPI_ISL_75063,A_Guangxi-Longan_SWL1921_2010,A_/_H1N1,2010-01-14
A_Guangxi-Longan_SWL1976_2010|EPI_ISL_75052|A_/_H1N1|2010-02-02,0,EPI_ISL_75052,A_Guangxi-Longan_SWL1976_2010,A_/_H1N1,2010-02-02
A_Guangxi-Longan_SWL1979_2010|EPI_ISL_75024|A_/_H1N1|2010-02-02,0,EPI_ISL_75024,A_Guangxi-Longan_SWL1979_2010,A_/_H1N1,2010-02-02
A_Guangxi-Longan_SWL1990_2010|EPI_ISL_75054|A_/_H1N1|2010-02-08,0,EPI_ISL_75054,A_Guangxi-Longan_SWL1990_2010,A_/_H1N1,2010-02-08
A_Guangxi-Luochengmulaozuzizhi_SWL311_2023|EPI_ISL_18068666|A_/_H1N1|2023-04-04,2,EPI_ISL_18068666,A_Guangxi-Luochengmulaozuzizhi_SWL311_2023,A_/_H1N1,2023-04-04
A_Guangxi-Nandan_SWL523_2023|EPI_ISL_18068731|A_/_H1N1|2023-05-05,2,EPI_ISL_18068731,A_Guangxi-Nandan_SWL523_2023,A_/_H1N1,2023-05-05
A_Guangxi-Qingxiu_SWL139_2020|EPI_ISL_485491|A_/_H1N1|2020-01-09,0,EPI_ISL_485491,A_Guangxi-Qingxiu_SWL139_2020,A_/_H1N1,2020-01-09
A_Guangxi-Qingxiu_SWL1465_2017|EPI_ISL_278681|A_/_H1N1|2017-06-13,0,EPI_ISL_278681,A_Guangxi-Qingxiu_SWL1465_2017,A_/_H1N1,2017-06-13
A_Guangxi-Qinnan_SWL1108_2010|EPI_ISL_74981|A_/_H1N1|2010-02-23,0,EPI_ISL_74981,A_Guangxi-Qinnan_SWL1108_2010,A_/_H1N1,2010-02-23
A_Guangxi-Qinnan_SWL1113_2010|EPI_ISL_75074|A_/_H1N1|2010-02-24,0,EPI_ISL_75074,A_Guangxi-Qinnan_SWL1113_2010,A_/_H1N1,2010-02-24
A_Guangxi-Qinnan_SWL1118_2015|EPI_ISL_178013|A_/_H1N1|2015-02-11,0,EPI_ISL_178013,A_Guangxi-Qinnan_SWL1118_2015,A_/_H1N1,2015-02-11
A_Guangxi-Qinnan_SWL133_2010|EPI_ISL_75075|A_/_H1N1|2010-01-13,0,EPI_ISL_75075,A_Guangxi-Qinnan_SWL133_2010,A_/_H1N1,2010-01-13
A_Guangxi-Qinnan_SWL137_2010|EPI_ISL_75061|A_/_H1N1|2010-01-14,0,EPI_ISL_75061,A_Guangxi-Qinnan_SWL137_2010,A_/_H1N1,2010-01-14
A_Guangxi-Qinnan_SWL5349_2024|EPI_ISL_19291237|A_/_H1N1|2024-05-05,2,EPI_ISL_19291237,A_Guangxi-Qinnan_SWL5349_2024,A_/_H1N1,2024-05-05
A_Guangxi-Tiandong_SWL541_2019|EPI_ISL_485558|A_/_H1N1|2019-12-26,0,EPI_ISL_485558,A_Guangxi-Tiandong_SWL541_2019,A_/_H1N1,2019-12-26
A_Guangxi-Tiane_SWL50_2024|EPI_ISL_19291285|A_/_H1N1|2024-05-23,2,EPI_ISL_19291285,A_Guangxi-Tiane_SWL50_2024,A_/_H1N1,2024-05-23
A_Guangxi-Wanxiu_SWL1171_2016|EPI_ISL_225322|A_/_H1N1|2016-03-02,0,EPI_ISL_225322,A_Guangxi-Wanxiu_SWL1171_2016,A_/_H1N1,2016-03-02
A_Guangxi-Wanxiu_SWL1341_2023|EPI_ISL_18068648|A_/_H1N1|2023-03-28,2,EPI_ISL_18068648,A_Guangxi-Wanxiu_SWL1341_2023,A_/_H1N1,2023-03-28
A_Guangxi-Wanxiu_SWL1343_2016|EPI_ISL_225339|A_/_H1N1|2016-05-03,0,EPI_ISL_225339,A_Guangxi-Wanxiu_SWL1343_2016,A_/_H1N1,2016-05-03
A_Guangxi-Wanxiu_SWL1540_2023|EPI_ISL_18068622|A_/_H1N1|2023-05-08,2,EPI_ISL_18068622,A_Guangxi-Wanxiu_SWL1540_2023,A_/_H1N1,2023-05-08
A_Guangxi-Xiangshan_SWL1490_2016|EPI_ISL_230741|A_/_H1N1|2016-06-17,0,EPI_ISL_230741,A_Guangxi-Xiangshan_SWL1490_2016,A_/_H1N1,2016-06-17
A_Guangxi-Xiangshan_SWL1614_2019|EPI_ISL_367216|A_/_H1N1|2019-04-12,0,EPI_ISL_367216,A_Guangxi-Xiangshan_SWL1614_2019,A_/_H1N1,2019-04-12
A_Guangxi-Xiangshan_SWL1646_2024|EPI_ISL_19291275|A_/_H1N1|2024-05-17,2,EPI_ISL_19291275,A_Guangxi-Xiangshan_SWL1646_2024,A_/_H1N1,2024-05-17
A_Guangxi-Xinbin_SWL11047_2015|EPI_ISL_212673|A_/_H1N1|2015-12-28,0,EPI_ISL_212673,A_Guangxi-Xinbin_SWL11047_2015,A_/_H1N1,2015-12-28
A_Guangxi-Xinbin_SWL11064_2018|EPI_ISL_337316|A_/_H1N1|2018-12-31,0,EPI_ISL_337316,A_Guangxi-Xinbin_SWL11064_2018,A_/_H1N1,2018-12-31
A_Guangxi-Xinbin_SWL1477_2017|EPI_ISL_278559|A_/_H1N1|2017-06-12,0,EPI_ISL_278559,A_Guangxi-Xinbin_SWL1477_2017,A_/_H1N1,2017-06-12
A_Guangxi-Xinbin_SWL187_2016|EPI_ISL_223489|A_/_H1N1|2016-02-01,0,EPI_ISL_223489,A_Guangxi-Xinbin_SWL187_2016,A_/_H1N1,2016-02-01
A_Guangxi-Xingbin_SWL115_2010|EPI_ISL_74993|A_/_H1N1|2010-01-26,0,EPI_ISL_74993,A_Guangxi-Xingbin_SWL115_2010,A_/_H1N1,2010-01-26
A_Guangxi-Xinning_SWL11033_2018|EPI_ISL_367315|A_/_H1N1|2018-12-12,0,EPI_ISL_367315,A_Guangxi-Xinning_SWL11033_2018,A_/_H1N1,2018-12-12
A_Guangxi-Xiufeng_SWL512_2016|EPI_ISL_230742|A_/_H1N1|2016-06-08,0,EPI_ISL_230742,A_Guangxi-Xiufeng_SWL512_2016,A_/_H1N1,2016-06-08
A_Guangxi-Xixiangtang_1547_2019|EPI_ISL_377132|A_/_H1N1|2019-06-25,0,EPI_ISL_377132,A_Guangxi-Xixiangtang_1547_2019,A_/_H1N1,2019-06-25
A_Guangxi-Xixiangtang_SWL11411_2015_C2|EPI_ISL_334439|A_/_H1N1|2015-12-21,0,EPI_ISL_334439,A_Guangxi-Xixiangtang_SWL11411_2015_C2,A_/_H1N1,2015-12-21
A_Guangxi-Xixiangtang_SWL11411_2015_E1|EPI_ISL_334440|A_/_H1N1|2015-12-21,0,EPI_ISL_334440,A_Guangxi-Xixiangtang_SWL11411_2015_E1,A_/_H1N1,2015-12-21
A_Guangxi-Xixiangtang_SWL11411_2015|EPI_ISL_212672|A_/_H1N1|2015-12-21,0,EPI_ISL_212672,A_Guangxi-Xixiangtang_SWL11411_2015,A_/_H1N1,2015-12-21
A_Guangxi-Xixiangtang_SWL118_2010|EPI_ISL_75073|A_/_H1N1|2010-01-13,0,EPI_ISL_75073,A_Guangxi-Xixiangtang_SWL118_2010,A_/_H1N1,2010-01-13
A_Guangxi-Xixiangtang_SWL1377_2018|EPI_ISL_335013|A_/_H1N1|2018-05-21,0,EPI_ISL_335013,A_Guangxi-Xixiangtang_SWL1377_2018,A_/_H1N1,2018-05-21
A_Guangxi-Xixiangtang_SWL139_2010|EPI_ISL_75032|A_/_H1N1|2010-01-20,0,EPI_ISL_75032,A_Guangxi-Xixiangtang_SWL139_2010,A_/_H1N1,2010-01-20
A_Guangxi-Xixiangtang_SWL1627_2018|EPI_ISL_334920|A_/_H1N1|2018-07-31,0,EPI_ISL_334920,A_Guangxi-Xixiangtang_SWL1627_2018,A_/_H1N1,2018-07-31
A_Guangxi-Xixiangtang_SWL1666_2018|EPI_ISL_334650|A_/_H1N1|2018-08-13,0,EPI_ISL_334650,A_Guangxi-Xixiangtang_SWL1666_2018,A_/_H1N1,2018-08-13
A_Guangxi-Xixiangtang_SWL1753_2018|EPI_ISL_334600|A_/_H1N1|2018-09-10,0,EPI_ISL_334600,A_Guangxi-Xixiangtang_SWL1753_2018,A_/_H1N1,2018-09-10
A_Guangxi-Xixiangtang_SWL180_2019|EPI_ISL_367253|A_/_H1N1|2019-01-21,0,EPI_ISL_367253,A_Guangxi-Xixiangtang_SWL180_2019,A_/_H1N1,2019-01-21
A_Guangxi-Xixiangtang_SWL185_2016|EPI_ISL_223474|A_/_H1N1|2016-01-18,0,EPI_ISL_223474,A_Guangxi-Xixiangtang_SWL185_2016,A_/_H1N1,2016-01-18
A_Guangxi-Xixiangtang_SWL1968_2018|EPI_ISL_334579|A_/_H1N1|2018-11-19,0,EPI_ISL_334579,A_Guangxi-Xixiangtang_SWL1968_2018,A_/_H1N1,2018-11-19
A_Guangxi-Youjiang_SWL11339_2023|EPI_ISL_18851571|A_/_H1N1|2023-12-18,2,EPI_ISL_18851571,A_Guangxi-Youjiang_SWL11339_2023,A_/_H1N1,2023-12-18
A_Guangxi-Youjiang_SWL127_2017|EPI_ISL_253307|A_/_H1N1|2017-01-12,0,EPI_ISL_253307,A_Guangxi-Youjiang_SWL127_2017,A_/_H1N1,2017-01-12
A_Guangxi-Youjiang_SWL142_2019|EPI_ISL_367254|A_/_H1N1|2019-01-14,0,EPI_ISL_367254,A_Guangxi-Youjiang_SWL142_2019,A_/_H1N1,2019-01-14
A_Guangxi-Youjiang_SWL1560_2019|EPI_ISL_377082|A_/_H1N1|2019-07-01,0,EPI_ISL_377082,A_Guangxi-Youjiang_SWL1560_2019,A_/_H1N1,2019-07-01
A_Guangxi-Yufeng_SWL57_2016|EPI_ISL_225329|A_/_H1N1|2016-04-16,0,EPI_ISL_225329,A_Guangxi-Yufeng_SWL57_2016,A_/_H1N1,2016-04-16
A_Guangxi-Yuzhou_SWL1121_2024|EPI_ISL_19291082|A_/_H1N1|2024-03-04,2,EPI_ISL_19291082,A_Guangxi-Yuzhou_SWL1121_2024,A_/_H1N1,2024-03-04
A_Guangxi-Yuzhou_SWL11_2010|EPI_ISL_74896|A_/_H1N1|2010-01-01,2,EPI_ISL_74896,A_Guangxi-Yuzhou_SWL11_2010,A_/_H1N1,2010-01-01
A_Guangxi-Yuzhou_SWL125_2010|EPI_ISL_75023|A_/_H1N1|2010-02-02,0,EPI_ISL_75023,A_Guangxi-Yuzhou_SWL125_2010,A_/_H1N1,2010-02-02
A_Guangxi-Yuzhou_SWL128_2010|EPI_ISL_75051|A_/_H1N1|2010-02-04,2,EPI_ISL_75051,A_Guangxi-Yuzhou_SWL128_2010,A_/_H1N1,2010-02-04
A_Guangxi-Yuzhou_SWL1348_2024|EPI_ISL_19291261|A_/_H1N1|2024-05-13,2,EPI_ISL_19291261,A_Guangxi-Yuzhou_SWL1348_2024,A_/_H1N1,2024-05-13
A_Guangxi-Yuzhou_SWL1489_2018|EPI_ISL_334932|A_/_H1N1|2018-05-27,0,EPI_ISL_334932,A_Guangxi-Yuzhou_SWL1489_2018,A_/_H1N1,2018-05-27
A_Guangxi-Yuzhou_SWL1612_2018|EPI_ISL_334972|A_/_H1N1|2018-06-16,0,EPI_ISL_334972,A_Guangxi-Yuzhou_SWL1612_2018,A_/_H1N1,2018-06-16
A_Guangxi-Yuzhou_SWL16_2010|EPI_ISL_74895|A_/_H1N1|2010-01-06,0,EPI_ISL_74895,A_Guangxi-Yuzhou_SWL16_2010,A_/_H1N1,2010-01-06
A_Guangzhou_01_2016|EPI_ISL_379188|A_/_H1N1|2016-03-01,0,EPI_ISL_379188,A_Guangzhou_01_2016,A_/_H1N1,2016-03-01
A_Guangzhou_02_2016|EPI_ISL_379189|A_/_H1N1|2016-03-01,0,EPI_ISL_379189,A_Guangzhou_02_2016,A_/_H1N1,2016-03-01
A_Guangzhou_03_2016|EPI_ISL_379190|A_/_H1N1|2016-03-01,0,EPI_ISL_379190,A_Guangzhou_03_2016,A_/_H1N1,2016-03-01
A_Guangzhou_05_2016|EPI_ISL_379191|A_/_H1N1|2016-03-01,0,EPI_ISL_379191,A_Guangzhou_05_2016,A_/_H1N1,2016-03-01
A_Guangzhou_06_2016|EPI_ISL_379192|A_/_H1N1|2016-03-01,0,EPI_ISL_379192,A_Guangzhou_06_2016,A_/_H1N1,2016-03-01
A_Guangzhou_18_2016|EPI_ISL_379193|A_/_H1N1|2016-03-01,0,EPI_ISL_379193,A_Guangzhou_18_2016,A_/_H1N1,2016-03-01
A_Guangzhou_21_2016|EPI_ISL_379194|A_/_H1N1|2016-03-01,0,EPI_ISL_379194,A_Guangzhou_21_2016,A_/_H1N1,2016-03-01
A_Guangzhou_22_2016|EPI_ISL_379195|A_/_H1N1|2016-03-01,0,EPI_ISL_379195,A_Guangzhou_22_2016,A_/_H1N1,2016-03-01
A_Guangzhou_25_2016|EPI_ISL_379196|A_/_H1N1|2016-03-01,0,EPI_ISL_379196,A_Guangzhou_25_2016,A_/_H1N1,2016-03-01
A_Guangzhou_27_2016|EPI_ISL_379197|A_/_H1N1|2016-03-01,0,EPI_ISL_379197,A_Guangzhou_27_2016,A_/_H1N1,2016-03-01
A_Guangzhou_29_2016|EPI_ISL_379198|A_/_H1N1|2016-03-01,0,EPI_ISL_379198,A_Guangzhou_29_2016,A_/_H1N1,2016-03-01
A_Guangzhou_31_2016|EPI_ISL_379199|A_/_H1N1|2016-03-01,0,EPI_ISL_379199,A_Guangzhou_31_2016,A_/_H1N1,2016-03-01
A_Guangzhou_37_2016|EPI_ISL_379200|A_/_H1N1|2016-03-01,0,EPI_ISL_379200,A_Guangzhou_37_2016,A_/_H1N1,2016-03-01
A_Guangzhou_38_2016|EPI_ISL_379201|A_/_H1N1|2016-03-01,0,EPI_ISL_379201,A_Guangzhou_38_2016,A_/_H1N1,2016-03-01
A_Guangzhou_39_2016|EPI_ISL_379202|A_/_H1N1|2016-03-01,0,EPI_ISL_379202,A_Guangzhou_39_2016,A_/_H1N1,2016-03-01
A_Guangzhou_41_2016|EPI_ISL_379203|A_/_H1N1|2016-03-01,0,EPI_ISL_379203,A_Guangzhou_41_2016,A_/_H1N1,2016-03-01
A_Guangzhou_42_2016|EPI_ISL_379204|A_/_H1N1|2016-03-01,0,EPI_ISL_379204,A_Guangzhou_42_2016,A_/_H1N1,2016-03-01
A_Guangzhou_43_2016|EPI_ISL_379205|A_/_H1N1|2016-03-01,0,EPI_ISL_379205,A_Guangzhou_43_2016,A_/_H1N1,2016-03-01
A_Guangzhou_4402_2023|EPI_ISL_17657284|A_/_H1N1|2023-04-15,2,EPI_ISL_17657284,A_Guangzhou_4402_2023,A_/_H1N1,2023-04-15
A_Guangzhou_44_2016|EPI_ISL_379206|A_/_H1N1|2016-03-01,0,EPI_ISL_379206,A_Guangzhou_44_2016,A_/_H1N1,2016-03-01
A_Guangzhou_45_2016|EPI_ISL_379207|A_/_H1N1|2016-03-01,0,EPI_ISL_379207,A_Guangzhou_45_2016,A_/_H1N1,2016-03-01
A_Guangzhou_51_2016|EPI_ISL_379208|A_/_H1N1|2016-03-01,0,EPI_ISL_379208,A_Guangzhou_51_2016,A_/_H1N1,2016-03-01
A_Guangzhou_52_2016|EPI_ISL_379209|A_/_H1N1|2016-03-01,0,EPI_ISL_379209,A_Guangzhou_52_2016,A_/_H1N1,2016-03-01
A_Guangzhou_GIRD74_2010|EPI_ISL_135218|A_/_H1N1|2010-07-28,0,EPI_ISL_135218,A_Guangzhou_GIRD74_2010,A_/_H1N1,2010-07-28
A_Guizhou-Anlong_SWL324_2023|EPI_ISL_18068678|A_/_H1N1|2023-03-28,2,EPI_ISL_18068678,A_Guizhou-Anlong_SWL324_2023,A_/_H1N1,2023-03-28
A_Guizhou-Bijiang_SWL1350_2019|EPI_ISL_367208|A_/_H1N1|2019-04-22,0,EPI_ISL_367208,A_Guizhou-Bijiang_SWL1350_2019,A_/_H1N1,2019-04-22
A_Guizhou-Bijiang_SWL1405_2019|EPI_ISL_367281|A_/_H1N1|2019-05-13,0,EPI_ISL_367281,A_Guizhou-Bijiang_SWL1405_2019,A_/_H1N1,2019-05-13
A_Guizhou-Bijiang_SWL1906_2024|EPI_ISL_19599464|A_/_H1N1|2024-09-04,2,EPI_ISL_19599464,A_Guizhou-Bijiang_SWL1906_2024,A_/_H1N1,2024-09-04
A_Guizhou-Bijiang_SWL259_2024|EPI_ISL_19291023|A_/_H1N1|2024-02-18,2,EPI_ISL_19291023,A_Guizhou-Bijiang_SWL259_2024,A_/_H1N1,2024-02-18
A_Guizhou-Honghuagang_SWL11033_2019|EPI_ISL_485485|A_/_H1N1|2019-12-16,0,EPI_ISL_485485,A_Guizhou-Honghuagang_SWL11033_2019,A_/_H1N1,2019-12-16
A_Guizhou-Honghuagang_SWL1261_2023|EPI_ISL_18068965|A_/_H1N1|2023-03-14,2,EPI_ISL_18068965,A_Guizhou-Honghuagang_SWL1261_2023,A_/_H1N1,2023-03-14
A_Guizhou-Honghuagang_SWL1267_2023|EPI_ISL_18068711|A_/_H1N1|2023-03-15,4,EPI_ISL_18068711,A_Guizhou-Honghuagang_SWL1267_2023,A_/_H1N1,2023-03-15
A_Guizhou-Huichuan_SWL1223_2019|EPI_ISL_367297|A_/_H1N1|2019-03-19,0,EPI_ISL_367297,A_Guizhou-Huichuan_SWL1223_2019,A_/_H1N1,2019-03-19
A_Guizhou-Nanming_SWL11523_2017|EPI_ISL_278690|A_/_H1N1|2017-06-26,0,EPI_ISL_278690,A_Guizhou-Nanming_SWL11523_2017,A_/_H1N1,2017-06-26
A_Guizhou-Nanming_SWL11969_2013|EPI_ISL_153332|A_/_H1N1|2013-11-04,0,EPI_ISL_153332,A_Guizhou-Nanming_SWL11969_2013,A_/_H1N1,2013-11-04
A_Guizhou-Nanming_SWL12917_2023|EPI_ISL_18820576|A_/_H1N1|2023-11-07,2,EPI_ISL_18820576,A_Guizhou-Nanming_SWL12917_2023,A_/_H1N1,2023-11-07
A_Guizhou-Nanming_SWL13303_2018|EPI_ISL_337336|A_/_H1N1|2018-12-31,0,EPI_ISL_337336,A_Guizhou-Nanming_SWL13303_2018,A_/_H1N1,2018-12-31
A_Guizhou-Nanming_SWL140_2019|EPI_ISL_337382|A_/_H1N1|2019-01-02,0,EPI_ISL_337382,A_Guizhou-Nanming_SWL140_2019,A_/_H1N1,2019-01-02
A_Guizhou-Nanming_SWL1692_2019|EPI_ISL_367289|A_/_H1N1|2019-03-20,0,EPI_ISL_367289,A_Guizhou-Nanming_SWL1692_2019,A_/_H1N1,2019-03-20
A_Guizhou-Nanming_SWL1778_2023|EPI_ISL_18068748|A_/_H1N1|2023-03-13,2,EPI_ISL_18068748,A_Guizhou-Nanming_SWL1778_2023,A_/_H1N1,2023-03-13
A_Guizhou-Qingzhen_1331_2017|EPI_ISL_277623|A_/_H1N1|2017-04-24,0,EPI_ISL_277623,A_Guizhou-Qingzhen_1331_2017,A_/_H1N1,2017-04-24
A_Guizhou-Qingzhen_SWL1212_2019|EPI_ISL_367234|A_/_H1N1|2019-03-11,0,EPI_ISL_367234,A_Guizhou-Qingzhen_SWL1212_2019,A_/_H1N1,2019-03-11
A_Guizhou-Qingzhen_SWL1251_2013|EPI_ISL_148587|A_/_H1N1|2013-06-04,0,EPI_ISL_148587,A_Guizhou-Qingzhen_SWL1251_2013,A_/_H1N1,2013-06-04
A_Guizhou-Qingzhen_SWL1270_2019|EPI_ISL_367244|A_/_H1N1|2019-04-01,0,EPI_ISL_367244,A_Guizhou-Qingzhen_SWL1270_2019,A_/_H1N1,2019-04-01
A_Guizhou-Qingzhen_SWL131_2018|EPI_ISL_297047|A_/_H1N1|2018-01-09,0,EPI_ISL_297047,A_Guizhou-Qingzhen_SWL131_2018,A_/_H1N1,2018-01-09
A_Guizhou-Qingzhen_SWL1331_2017|EPI_ISL_270692|A_/_H1N1|2017-04-24,0,EPI_ISL_270692,A_Guizhou-Qingzhen_SWL1331_2017,A_/_H1N1,2017-04-24
A_Guizhou-Qingzhen_SWL1345_2017|EPI_ISL_270636|A_/_H1N1|2017-05-02,0,EPI_ISL_270636,A_Guizhou-Qingzhen_SWL1345_2017,A_/_H1N1,2017-05-02
A_Guizhou-Qingzhen_SWL1353_2017|EPI_ISL_270606|A_/_H1N1|2017-05-02,0,EPI_ISL_270606,A_Guizhou-Qingzhen_SWL1353_2017,A_/_H1N1,2017-05-02
A_Guizhou-Qixinguan_1104_2019|EPI_ISL_344279|A_/_H1N1|2019-02-08,0,EPI_ISL_344279,A_Guizhou-Qixinguan_1104_2019,A_/_H1N1,2019-02-08
A_Guizhou-Qixinguan_SWL131_2017|EPI_ISL_253292|A_/_H1N1|2017-01-10,0,EPI_ISL_253292,A_Guizhou-Qixinguan_SWL131_2017,A_/_H1N1,2017-01-10
A_Guizhou-Qixinguan_SWL1956_2017|EPI_ISL_290603|A_/_H1N1|2017-12-06,0,EPI_ISL_290603,A_Guizhou-Qixinguan_SWL1956_2017,A_/_H1N1,2017-12-06
A_Guizhou-Qixinguan_SWL32_2023|EPI_ISL_18069042|A_/_H1N1|2023-02-22,2,EPI_ISL_18069042,A_Guizhou-Qixinguan_SWL32_2023,A_/_H1N1,2023-02-22
A_Guizhou-Weiningyizuhuizumiaozuzizhi_SWL215_2024|EPI_ISL_19674962|A_/_H1N1|2024-11-20,2,EPI_ISL_19674962,A_Guizhou-Weiningyizuhuizumiaozuzizhi_SWL215_2024,A_/_H1N1,2024-11-20
A_Guizhou-Xinpuxin_SWL318_2023|EPI_ISL_18068964|A_/_H1N1|2023-03-07,4,EPI_ISL_18068964,A_Guizhou-Xinpuxin_SWL318_2023,A_/_H1N1,2023-03-07
A_Guizhou-Xinren_SWL2804_2024|EPI_ISL_19599383|A_/_H1N1|2024-11-04,2,EPI_ISL_19599383,A_Guizhou-Xinren_SWL2804_2024,A_/_H1N1,2024-11-04
A_Guizhou-Xinren_SWL2815_2024|EPI_ISL_19675055|A_/_H1N1|2024-11-04,2,EPI_ISL_19675055,A_Guizhou-Xinren_SWL2815_2024,A_/_H1N1,2024-11-04
